ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
752,18,1,2,495,1,15,3,1,0,752,2,0,13,3,0,2,0,2,264,361,1,0,0,5,0,2,0,0,18,1,2,17,13,15,14
753,21,0,1,533,1,21,2,3,0,753,3,0,52,2,2,4,0,2,1126,169,1,0,1,2,0,2,0,0,21,2,2,21,6,2,8
754,15,0,0,587,2,7,0,1,0,754,1,0,58,1,0,8,3,2,145,1120,0,0,0,8,0,3,0,0,3,2,1,2,2,2,2
755,27,0,2,709,2,10,1,1,0,755,3,0,60,2,3,3,3,1,1273,192,3,0,0,2,0,1,0,1,26,4,3,9,3,1,1
756,14,0,0,629,1,28,3,3,0,756,3,0,39,2,0,2,2,2,477,531,9,0,0,1,0,1,0,0,10,2,2,8,7,7,7
757,16,0,2,78,2,0,3,2,0,757,1,1,45,3,1,7,3,0,1054,596,0,0,0,0,0,3,0,1,16,2,1,15,1,0,9
758,41,0,2,614,2,0,1,5,0,758,1,1,36,2,2,3,3,1,1150,528,3,0,1,3,0,2,0,1,14,1,0,6,4,0,4
759,27,0,2,437,0,23,3,3,0,759,1,1,6,2,0,1,1,2,88,365,1,0,0,5,0,0,0,0,6,3,2,6,3,0,4
760,35,0,1,15,2,1,2,2,0,760,2,0,8,1,2,7,1,1,946,1256,2,0,0,1,0,0,0,1,30,2,2,15,7,6,12
761,18,1,2,359,1,14,2,4,0,761,0,1,51,2,1,2,2,0,637,342,7,0,0,3,0,1,0,1,9,3,1,1,0,0,0
762,8,1,1,155,1,1,2,1,0,762,0,1,27,2,0,6,0,1,45,762,6,0,1,3,0,1,0,1,6,2,2,3,2,1,2
763,16,0,2,778,2,9,3,1,0,763,2,0,57,2,0,8,2,1,99,940,1,0,1,8,0,3,0,1,1,2,2,1,1,0,0
764,10,0,2,652,2,9,0,3,0,764,3,1,44,2,0,8,1,1,2,1245,1,0,0,11,1,1,0,0,1,5,2,1,0,0,0
765,20,0,1,676,1,2,3,4,0,765,2,1,14,2,0,6,2,1,291,45,3,0,0,5,0,0,0,1,8,2,2,2,2,2,2
766,32,0,2,866,1,1,3,3,0,766,1,1,32,2,4,5,2,1,1315,623,2,0,1,0,0,3,0,1,29,2,1,8,1,7,7
767,19,0,2,15,1,2,2,4,0,767,3,0,5,2,1,0,1,2,494,682,3,0,0,4,0,0,0,0,8,3,1,4,3,0,1
768,22,0,2,125,2,25,2,2,0,768,2,1,44,2,1,7,0,1,990,1169,1,0,0,3,0,1,0,1,8,3,1,7,7,7,5
769,8,0,1,516,1,0,0,3,0,769,0,0,36,1,0,6,2,0,34,1343,1,0,0,2,0,2,0,2,5,5,2,5,3,1,3
770,28,0,2,202,1,0,3,3,0,770,3,1,10,2,4,5,3,0,1334,1121,9,0,0,6,0,3,0,2,23,0,2,2,2,2,2
771,36,0,2,609,2,1,3,1,0,771,2,0,11,1,2,7,2,1,1114,369,6,0,0,0,0,1,0,1,13,4,2,9,4,7,0
772,38,0,1,713,1,8,2,3,0,772,0,0,33,2,0,6,2,1,321,591,2,0,0,8,0,1,0,1,18,4,2,5,4,0,3
773,18,0,2,442,1,11,4,3,0,773,3,0,21,1,2,4,3,2,1015,777,0,0,0,0,0,1,0,0,15,2,1,14,8,7,8
774,37,0,0,214,1,1,0,3,0,774,2,1,10,1,3,3,0,2,1244,882,7,0,0,4,0,1,0,0,31,3,3,9,7,6,2
775,25,0,2,195,2,24,2,3,0,775,2,1,49,1,2,7,3,0,1120,184,5,0,0,2,0,2,0,1,18,5,2,1,0,0,0
776,2,1,1,426,2,8,2,2,0,776,3,0,24,2,0,8,3,2,135,873,1,0,1,3,0,1,0,0,2,3,2,2,2,0,2
777,3,1,2,779,1,9,2,1,0,777,2,0,6,1,0,2,0,2,16,879,1,0,0,2,0,0,0,0,1,6,1,1,0,1,0
778,28,0,2,571,1,7,3,1,0,778,3,0,44,1,1,6,0,0,595,1095,8,0,1,12,1,0,0,3,19,2,2,16,13,1,7
779,33,1,2,769,1,3,3,1,0,779,0,1,4,2,0,6,2,1,182,490,9,0,1,1,0,2,0,3,18,2,3,10,0,2,7
780,10,1,0,799,1,23,1,5,0,780,1,1,42,1,2,0,0,2,1005,603,1,0,0,1,0,0,0,0,10,2,1,10,7,1,9
781,8,0,2,60,1,0,1,3,0,781,0,1,29,1,0,2,0,1,465,532,1,0,0,5,0,0,0,2,6,2,2,5,3,1,3
782,12,0,2,669,1,19,2,4,0,782,2,1,55,2,1,4,0,1,1066,410,0,0,0,4,0,2,0,1,7,1,1,6,2,0,2
783,23,0,2,257,1,6,1,5,0,783,1,0,13,3,0,6,2,1,383,964,1,0,0,2,0,2,0,0,10,3,2,10,6,0,8
784,20,0,2,147,1,16,0,1,0,784,2,0,35,1,2,0,2,1,1010,1314,0,0,0,7,0,0,0,1,20,4,1,19,9,1,9
785,22,0,2,881,1,19,3,5,0,785,0,1,31,2,2,0,3,1,1087,1406,4,0,0,9,1,3,0,1,14,6,2,11,10,11,1
786,9,0,0,740,1,7,4,1,0,786,0,1,57,0,0,2,2,1,597,226,1,0,0,8,0,3,0,3,3,4,2,3,2,1,2
787,37,0,1,616,1,1,0,1,0,787,3,1,35,2,2,4,1,1,1134,786,3,0,0,7,0,1,0,1,23,4,2,3,2,1,2
788,10,0,2,479,1,9,2,4,0,788,2,0,29,2,1,6,2,2,425,343,3,0,0,2,0,3,0,0,10,4,3,8,7,1,7
789,26,1,2,807,0,0,1,3,0,789,1,1,61,1,2,1,0,1,1102,14,9,0,0,3,0,3,0,1,24,1,2,20,6,3,6
790,15,0,2,355,1,4,2,1,0,790,3,1,4,1,2,0,3,0,926,1113,4,0,0,4,0,2,0,1,9,2,2,3,2,1,2
791,17,1,2,687,2,3,2,5,0,791,3,1,56,2,2,7,0,2,1040,491,0,0,1,11,1,0,0,0,9,2,2,8,7,4,7
792,15,1,1,462,1,28,3,3,0,792,0,0,24,1,1,6,2,2,575,54,1,0,0,11,1,1,0,0,14,4,2,13,7,3,8
793,10,0,2,502,1,14,1,1,0,793,0,1,20,2,0,2,2,0,94,1183,1,0,0,5,0,3,0,1,4,5,1,4,2,2,2
794,16,0,1,330,1,2,0,1,0,794,0,1,15,2,1,0,3,2,960,1172,0,0,0,6,0,2,0,0,7,1,1,6,2,0,4
795,19,0,2,133,2,9,3,1,0,795,3,0,58,1,1,7,3,0,890,1294,2,0,1,3,0,2,0,3,8,5,2,1,0,0,0
796,7,1,2,698,1,3,0,5,0,796,3,1,2,2,0,2,3,1,431,141,1,0,1,4,0,1,0,1,7,3,3,7,7,5,6
797,8,1,2,776,1,20,2,3,0,797,0,1,7,2,0,2,2,0,158,994,1,0,0,9,1,2,0,1,1,0,1,1,1,0,0
798,15,1,2,577,1,24,2,3,0,798,0,1,25,1,0,6,1,2,129,44,4,0,1,9,1,1,0,0,5,0,2,2,2,2,2
799,24,0,2,229,1,1,1,3,0,799,3,1,5,2,3,3,0,1,1274,717,0,0,0,6,0,3,0,1,23,3,2,22,6,13,7
800,10,1,1,573,1,0,2,3,0,800,0,1,15,1,0,2,1,0,219,302,1,0,0,4,0,0,0,2,1,2,2,1,0,0,0
801,32,1,1,542,2,0,3,4,0,801,3,1,51,2,1,7,2,2,616,878,3,0,1,3,0,3,0,0,5,4,2,0,0,0,0
802,15,0,1,548,2,6,2,1,0,802,3,0,0,2,1,7,1,1,530,653,0,0,0,6,0,2,0,1,4,3,2,3,2,0,2
803,16,0,0,387,1,2,3,1,0,803,2,1,10,1,0,6,3,1,331,1182,3,0,0,6,0,3,0,3,6,2,2,0,0,0,0
804,30,0,0,729,1,0,3,3,0,804,0,1,5,3,3,3,3,2,1252,815,2,0,0,11,1,2,0,0,27,3,1,5,4,2,1
805,27,0,0,592,2,8,3,1,0,805,1,0,35,1,1,7,2,1,762,920,1,0,0,2,0,3,0,1,15,2,2,15,10,4,12
806,34,0,2,565,1,6,3,1,0,806,1,1,57,2,2,0,1,2,1096,760,7,0,0,8,0,3,0,0,18,4,2,8,6,4,0
807,20,0,2,427,2,9,3,2,0,807,2,1,43,1,2,7,2,0,1007,203,0,0,1,3,0,1,0,2,9,2,2,8,7,2,7
808,11,0,2,627,1,27,3,1,0,808,2,0,63,2,0,6,3,0,192,1424,4,0,0,11,1,0,0,1,11,1,2,7,5,1,7
809,10,0,2,536,1,2,2,3,0,809,3,0,63,2,2,4,1,0,958,351,0,0,0,6,0,1,0,3,10,3,1,9,7,1,7
810,28,0,2,189,2,2,0,2,0,810,0,1,22,2,3,3,2,1,1268,775,3,0,0,1,0,3,0,1,23,3,2,12,9,4,9
811,20,0,2,19,2,1,1,2,0,811,3,1,2,2,2,7,1,2,934,1074,7,0,0,5,0,2,0,0,10,2,2,1,0,0,0
812,25,0,1,609,1,26,2,1,0,812,2,0,53,2,2,4,0,1,1121,551,8,0,0,0,0,2,0,1,18,1,2,8,7,0,1
813,21,1,1,69,1,1,2,1,0,813,0,1,54,2,3,0,3,0,1158,665,7,0,0,0,0,3,0,3,21,4,2,18,7,11,5
814,22,0,2,757,1,13,2,3,0,814,2,1,14,1,4,5,2,2,1333,896,1,0,0,3,0,0,0,0,21,2,3,20,7,4,9
815,3,0,2,558,1,0,0,5,0,815,3,0,40,1,0,6,1,2,53,1347,1,0,1,0,0,2,0,0,2,6,3,2,2,2,2
816,21,0,0,209,1,8,2,1,0,816,2,1,40,2,1,2,1,2,898,388,9,0,0,4,0,2,0,0,9,2,1,5,4,0,3
817,18,0,0,79,1,17,3,1,0,817,0,1,48,2,1,4,3,2,961,1233,2,0,0,9,1,0,0,0,18,0,2,11,9,0,9
818,13,0,1,441,2,19,2,1,0,818,2,1,37,3,0,8,3,1,278,1152,0,0,0,1,0,0,0,1,3,4,2,2,2,2,2
819,10,0,2,858,1,1,0,1,0,819,0,1,37,1,0,6,1,1,361,1031,0,0,0,6,0,0,0,0,6,2,0,5,3,0,4
820,17,0,1,674,2,10,1,2,0,820,3,1,24,2,1,7,3,0,658,943,1,0,0,0,0,3,0,1,5,3,2,5,2,0,2
821,31,0,2,50,2,7,3,5,0,821,3,1,26,1,3,7,1,1,1167,571,6,0,0,6,0,1,0,1,22,3,2,9,8,2,3
822,16,0,1,571,1,1,1,1,0,822,3,1,65,2,1,4,2,2,480,789,2,0,0,0,0,3,0,0,5,3,1,3,2,0,2
823,11,0,1,244,1,9,2,1,0,823,3,0,31,2,0,6,1,0,371,918,0,0,0,3,0,3,0,2,8,2,1,7,5,1,1
824,24,0,2,58,1,28,2,3,0,824,1,1,26,0,1,2,3,2,524,438,4,0,0,8,0,0,0,0,16,3,2,1,0,0,0
825,11,0,2,399,1,7,0,3,0,825,1,1,49,1,1,4,3,1,670,903,1,0,1,4,0,2,0,1,10,2,1,10,7,1,2
826,20,0,2,205,0,0,2,0,0,826,2,1,7,3,0,1,2,1,297,232,1,0,0,2,0,3,0,1,7,2,3,7,6,5,0
827,10,0,1,430,1,5,2,1,0,827,2,1,9,1,0,6,2,0,251,1160,1,0,1,3,0,3,0,1,3,2,2,3,1,0,2
828,0,1,0,94,1,7,0,3,0,828,2,1,50,2,0,2,2,2,31,668,1,0,0,1,0,3,0,0,0,0,2,0,0,0,0
829,15,1,2,321,2,8,3,2,0,829,0,0,47,2,1,7,0,2,981,938,0,0,1,6,0,0,0,0,6,3,2,5,2,0,3
830,23,0,2,46,1,11,3,1,0,830,1,1,16,2,0,2,3,1,623,406,3,0,1,0,0,0,0,1,6,4,2,1,0,0,0
831,13,1,1,487,1,14,2,3,0,831,2,1,42,2,0,2,2,1,221,254,1,0,0,1,0,2,0,1,2,5,1,2,2,2,2
832,19,0,2,168,1,24,1,3,0,832,2,0,22,1,1,0,3,0,777,870,7,0,0,2,0,2,0,2,9,2,2,6,2,1,3
833,9,0,2,65,1,5,2,1,0,833,3,1,25,1,0,6,2,1,199,345,1,0,0,2,0,2,0,1,4,0,2,4,2,2,2
834,16,0,2,826,2,8,0,1,0,834,1,0,40,2,1,7,2,1,775,221,1,0,0,9,1,0,0,0,6,3,1,6,5,1,3
835,17,0,2,266,0,7,3,5,0,835,2,1,70,2,0,1,2,2,536,297,1,0,0,6,0,1,0,0,6,2,0,5,4,1,4
836,11,1,2,190,2,22,0,1,0,836,3,0,15,1,2,7,0,1,933,534,1,0,0,2,0,0,0,1,11,3,0,11,8,3,10
837,22,0,1,314,1,8,3,3,0,837,1,0,58,2,2,5,2,2,1185,680,9,0,0,6,0,2,0,0,20,3,1,18,7,2,13
838,24,1,1,238,2,11,2,1,0,838,2,1,14,2,3,7,0,2,1202,20,0,0,1,1,0,1,0,0,22,2,1,21,9,13,14
839,24,0,2,350,2,3,3,2,0,839,1,1,15,2,1,7,0,2,687,9,7,0,0,2,0,3,0,0,9,3,3,6,4,1,5
840,17,0,2,556,1,0,3,3,0,840,3,1,28,1,0,2,2,1,106,825,6,0,0,1,0,1,0,1,10,2,2,8,0,1,7
841,6,0,2,234,1,23,2,3,0,841,3,1,19,2,0,2,1,2,418,259,8,0,0,11,1,3,0,0,6,2,2,4,3,1,2
842,10,1,2,878,1,11,0,1,0,842,2,0,49,2,0,2,3,1,193,1218,1,0,1,0,0,3,0,0,1,4,1,1,1,0,0
843,8,0,2,815,1,2,3,3,0,843,0,1,52,3,0,2,3,1,555,655,1,0,0,11,1,1,0,1,8,2,2,8,7,0,7
844,12,0,2,475,2,9,2,2,0,844,2,1,42,1,1,7,2,1,875,29,1,0,0,7,0,0,0,1,10,3,2,10,3,1,4
845,22,0,1,506,1,25,1,3,0,845,2,0,62,1,1,6,3,1,556,1112,3,0,1,2,0,3,0,1,16,3,0,1,1,0,0
846,17,0,2,458,1,1,2,1,0,846,2,1,14,1,2,4,1,0,1084,1007,2,0,0,7,0,1,0,1,15,2,3,7,7,6,4
847,16,0,1,367,1,0,2,3,0,847,3,1,67,1,1,0,0,2,720,1367,0,0,0,9,1,2,0,0,14,3,2,13,9,4,9
848,17,0,1,342,1,3,3,4,0,848,3,1,17,1,0,2,3,1,157,1405,1,0,0,2,0,1,0,1,2,2,3,2,2,2,2
849,25,1,2,804,2,8,2,2,0,849,0,0,55,0,1,7,2,2,721,433,8,0,0,2,0,1,0,0,7,2,1,4,3,1,3
850,14,0,0,481,2,1,0,1,0,850,2,0,46,2,0,8,0,0,292,742,1,0,0,1,0,2,0,3,1,3,2,1,0,0,0
851,38,0,2,399,1,3,3,5,0,851,3,0,62,2,4,3,0,0,1346,944,4,0,0,2,0,3,0,1,28,2,2,5,2,4,2
852,11,0,2,827,1,5,0,3,0,852,1,0,24,2,0,2,3,1,351,1397,1,0,0,2,0,0,0,1,10,5,2,10,8,0,8
853,1,0,2,348,1,8,1,1,0,853,2,1,24,2,0,6,0,2,203,303,1,0,0,14,1,2,0,0,1,4,2,1,1,0,0
854,27,0,2,862,1,6,2,3,0,854,0,0,53,2,0,6,2,1,567,1041,4,0,1,8,0,2,0,1,7,2,1,3,2,0,2
855,19,0,2,553,1,0,2,1,0,855,3,0,26,1,1,4,3,1,861,462,1,0,0,2,0,1,0,1,14,2,1,14,8,3,11
856,2,0,2,449,1,2,2,1,0,856,0,1,57,1,0,2,2,2,337,621,1,0,0,1,0,0,0,0,2,2,1,2,2,1,2
857,26,1,2,621,1,9,3,1,0,857,2,1,66,2,0,6,2,2,320,514,1,0,1,0,0,2,0,0,6,4,2,6,4,0,2
858,35,0,2,702,1,6,1,3,0,858,3,0,20,2,4,3,2,0,1289,949,3,0,0,7,0,1,0,1,26,6,2,7,7,4,7
859,11,0,2,530,1,14,0,1,0,859,1,0,39,0,0,6,3,1,85,1421,0,0,1,7,0,0,0,1,6,2,1,5,4,1,3
860,4,1,1,725,1,2,3,1,0,860,2,1,18,1,0,6,3,1,299,119,0,0,1,0,0,1,0,1,1,5,2,0,0,0,0
861,28,0,2,828,2,1,2,2,0,861,2,0,39,2,3,3,0,1,1256,1286,8,0,0,12,1,0,0,0,28,2,2,26,15,15,9
862,26,0,0,7,1,16,2,1,0,862,3,1,44,0,0,6,2,2,119,125,2,0,0,2,0,3,0,0,6,3,2,0,0,0,0
863,15,0,2,33,0,1,2,0,0,863,1,1,69,2,0,1,2,1,419,372,1,0,0,2,0,3,0,1,5,2,2,5,4,1,4
864,23,1,0,509,1,4,1,1,0,864,0,1,65,1,0,6,0,0,68,1052,6,0,0,6,0,0,0,1,5,2,0,1,0,0,0
865,12,0,2,775,2,28,3,1,0,865,2,1,31,2,1,7,0,0,496,640,8,0,0,8,0,2,0,3,8,3,2,4,3,0,3
866,22,0,1,675,2,1,3,3,0,866,1,1,32,2,1,7,1,1,538,1353,5,0,0,1,0,3,0,3,5,2,2,0,0,0,0
867,32,0,1,838,1,1,2,3,0,867,3,0,0,2,3,3,0,1,1276,434,2,0,0,11,1,2,0,1,32,3,2,2,2,2,2
868,10,0,2,671,1,18,3,3,0,868,3,1,48,1,0,2,0,1,360,610,1,0,0,1,0,2,0,3,6,2,2,6,5,3,3
869,28,0,2,857,1,14,1,1,0,869,3,1,22,2,4,5,1,1,1304,517,5,0,0,0,0,0,0,1,25,2,2,4,2,0,3
870,17,0,2,796,2,16,3,1,0,870,2,1,64,2,1,7,0,1,1020,1094,3,0,1,4,0,3,0,3,15,2,2,7,7,1,7
871,6,1,2,558,1,16,1,1,0,871,3,0,67,2,0,2,1,1,95,69,1,0,0,2,0,0,0,1,1,3,0,1,0,0,0
872,15,0,1,654,2,24,2,3,0,872,1,0,52,2,1,7,2,1,581,156,1,0,0,1,0,0,0,1,10,3,1,10,7,0,1
873,18,0,2,513,1,5,3,1,0,873,2,1,30,0,0,2,2,0,262,280,1,0,0,3,0,2,0,1,7,4,2,7,7,1,7
874,12,0,2,476,1,6,3,1,0,874,2,1,19,2,1,2,2,0,404,540,1,0,0,2,0,0,0,3,10,4,1,10,7,8,9
875,26,0,2,66,1,28,3,4,0,875,3,1,2,2,1,6,3,2,582,335,1,0,0,14,1,1,0,0,20,3,2,20,11,13,17
876,2,0,2,355,2,20,2,2,0,876,2,1,13,3,0,8,3,2,239,168,1,0,0,6,0,3,0,0,2,2,2,2,1,2,2
877,28,0,2,35,1,1,3,5,0,877,3,1,30,2,1,4,3,0,935,888,2,0,0,0,0,2,0,1,12,3,1,6,3,1,4
878,24,0,0,53,0,1,4,3,0,878,3,1,49,3,1,1,0,1,836,624,7,0,0,5,0,0,0,1,10,3,3,4,3,0,3
879,42,0,2,386,2,6,3,2,0,879,1,1,22,3,1,7,3,0,698,519,0,0,1,7,0,1,0,1,12,3,2,11,7,1,9
880,14,0,1,9,1,12,2,4,0,880,2,0,47,1,0,2,1,1,264,311,1,0,0,9,1,2,0,1,2,2,2,2,2,2,2
881,14,0,1,763,1,1,1,1,0,881,3,0,8,2,1,6,2,2,661,15,4,0,1,3,0,3,0,0,10,2,2,8,7,0,7
882,18,0,2,165,1,0,2,5,0,882,2,0,47,0,2,4,0,0,1082,120,2,0,1,10,1,2,0,1,17,2,2,7,7,7,7
883,15,0,2,10,1,8,2,3,0,883,0,1,30,2,0,6,3,1,273,256,0,0,0,2,0,1,0,1,15,5,2,14,10,4,10
884,22,0,2,5,2,9,2,5,0,884,1,0,54,1,1,7,1,0,909,555,7,0,0,1,0,1,0,1,7,2,3,5,1,1,3
885,7,0,2,792,2,9,3,1,0,885,2,1,27,2,1,7,3,2,655,1075,0,0,0,3,0,1,0,0,5,4,2,4,3,1,1
886,12,0,2,867,1,0,2,3,0,886,3,1,33,2,0,6,1,1,415,431,0,0,1,10,1,0,0,1,12,2,2,11,9,5,7
887,24,0,1,220,1,25,4,3,0,887,0,0,30,2,2,5,0,1,1169,1235,3,0,1,6,0,2,0,0,20,6,2,1,0,0,0
888,17,0,0,692,2,7,1,2,0,888,2,0,48,1,2,7,3,1,1091,679,4,0,1,0,0,1,0,1,16,6,1,13,2,4,12
889,9,0,2,625,1,13,2,1,0,889,0,1,12,2,0,6,0,1,103,714,1,0,1,3,0,3,0,2,9,3,1,9,7,6,8
890,36,0,1,544,1,0,3,1,0,890,3,0,23,2,2,4,2,0,1104,443,7,0,0,6,0,0,0,1,33,2,0,5,4,1,4
891,26,0,2,634,1,1,0,1,0,891,0,0,42,3,0,6,3,1,36,1036,1,0,0,2,0,3,0,1,10,5,2,10,5,7,7
892,1,1,0,252,1,9,2,3,0,892,0,0,66,1,0,6,1,2,29,242,1,0,1,14,1,1,0,0,1,2,3,1,1,0,0
893,11,0,2,574,1,0,2,1,0,893,0,0,67,2,0,6,3,0,442,207,1,0,0,4,0,0,0,3,3,5,2,3,2,1,2
894,36,0,2,379,1,2,2,1,0,894,3,1,55,2,3,5,3,1,1275,1253,3,0,0,3,0,0,0,0,36,2,2,10,9,0,9
895,13,0,2,777,1,10,1,3,0,895,2,1,50,2,1,0,0,1,906,867,1,0,1,1,0,3,0,0,6,2,1,6,5,0,1
896,13,0,2,599,1,23,2,3,0,896,2,0,66,1,1,0,0,2,903,872,1,0,0,8,0,1,0,0,10,2,2,10,9,1,8
897,41,0,2,144,2,2,2,1,0,897,2,0,18,1,1,7,3,2,690,835,5,0,0,6,0,3,0,0,13,2,2,6,1,0,5
898,25,0,2,515,1,2,2,1,0,898,2,1,66,0,4,5,3,1,1340,948,3,0,0,3,0,1,0,1,25,2,2,8,7,0,7
899,31,0,2,622,1,3,1,3,0,899,0,1,55,1,4,3,2,1,1291,587,2,0,0,2,0,2,0,1,23,2,3,1,0,0,0
900,18,0,1,229,1,2,2,5,0,900,2,1,16,2,0,6,1,1,432,422,1,0,0,1,0,2,0,0,12,2,1,11,10,0,7
901,30,0,2,547,1,1,1,5,0,901,3,1,46,3,0,2,1,2,205,845,5,0,0,0,0,2,0,0,7,4,1,1,0,0,0
902,9,0,2,663,1,3,1,1,0,902,0,1,46,2,0,6,2,0,194,62,1,0,0,0,0,1,0,3,5,2,2,5,3,0,3
903,11,0,2,775,1,6,2,1,0,903,2,1,52,2,1,0,3,0,879,118,1,0,1,0,0,1,0,2,6,2,2,6,0,1,0
904,30,0,2,397,1,0,2,1,0,904,3,1,46,1,4,5,3,2,1285,385,6,0,0,1,0,2,0,0,25,3,3,1,0,0,0
905,11,0,2,385,1,0,2,1,0,905,3,0,57,1,3,5,3,0,1228,73,3,0,0,3,0,1,0,2,9,2,1,7,7,1,7
906,16,0,2,766,1,19,2,5,0,906,2,0,59,3,0,6,2,1,215,1134,0,0,0,6,0,3,0,0,2,5,1,1,0,0,0
907,26,0,2,623,2,4,2,2,0,907,1,1,58,2,4,3,1,1,1284,386,7,0,0,0,0,2,0,1,26,5,2,22,9,3,10
908,15,0,2,273,2,9,4,2,0,908,3,1,52,3,2,7,2,0,987,1138,0,0,1,3,0,3,0,2,10,3,2,9,8,0,8
909,1,0,2,106,1,24,2,1,0,909,1,0,27,3,0,6,3,2,334,1114,1,0,1,1,0,3,0,0,1,2,2,1,0,0,1
910,5,0,2,172,1,0,1,1,0,910,3,1,17,2,0,6,2,1,9,856,1,0,0,11,1,3,0,1,1,2,2,1,0,0,1
911,7,1,1,317,2,23,0,1,0,911,2,1,43,0,0,8,3,2,6,352,1,0,1,3,0,3,0,0,1,4,2,1,0,1,0
912,8,0,2,304,1,3,1,1,0,912,2,1,23,2,0,6,3,2,307,464,1,0,1,9,1,1,0,0,8,2,1,8,5,2,2
913,27,1,2,856,2,1,2,2,0,913,0,0,64,0,4,3,1,2,1295,21,2,0,1,5,0,0,0,0,26,2,2,24,10,1,11
914,37,0,0,52,1,7,0,3,0,914,3,1,7,1,3,0,1,0,1190,1359,1,0,1,4,0,3,0,1,34,3,2,32,9,15,0
915,3,1,1,97,1,9,1,1,0,915,0,0,15,1,0,2,2,2,225,1346,1,0,0,9,1,2,0,0,2,2,0,2,2,2,2
916,28,0,2,47,2,3,1,2,0,916,3,0,3,1,4,3,1,1,1294,459,2,0,0,3,0,2,0,1,26,2,2,11,4,0,8
917,16,0,2,20,2,1,2,2,0,917,2,0,56,2,1,7,0,2,580,235,0,0,1,1,0,3,0,0,4,3,2,3,2,0,2
918,33,0,1,88,2,8,2,1,0,918,3,1,53,2,4,3,1,0,1343,980,4,0,1,13,1,0,0,1,31,5,1,28,10,11,10
919,41,0,2,843,1,17,3,3,0,919,3,1,37,2,2,4,3,2,1105,1038,6,0,0,1,0,3,0,0,25,6,1,9,7,5,4
920,16,0,1,23,1,18,2,3,0,920,2,0,16,2,1,2,1,0,561,1186,4,0,0,2,0,2,0,2,15,2,3,11,8,5,10
921,10,0,1,439,1,0,3,3,0,921,3,1,14,2,0,2,2,2,82,279,0,0,1,0,0,2,0,0,5,2,1,4,2,0,2
922,26,0,2,684,1,3,1,1,0,922,2,1,62,3,4,3,0,0,1311,891,1,0,0,3,0,3,0,2,26,4,1,25,9,14,13
923,16,0,1,351,0,10,2,1,0,923,2,1,26,1,1,1,1,1,571,1148,4,0,0,0,0,3,0,2,14,5,3,10,9,1,8
924,17,0,2,410,1,5,0,1,0,924,2,1,36,2,0,6,2,1,407,234,0,0,1,3,0,3,0,0,4,3,2,3,2,2,2
925,24,0,2,321,1,6,3,3,0,925,1,0,48,3,1,6,1,1,155,211,6,0,1,5,0,3,0,0,18,2,2,1,0,0,0
926,25,0,2,269,2,3,3,2,0,926,3,0,26,1,2,7,3,2,1079,1058,3,0,0,3,0,3,0,0,23,3,3,21,7,15,17
927,18,0,2,201,1,1,3,1,0,927,2,0,23,2,1,4,1,2,735,13,9,0,1,0,0,3,0,0,18,2,2,16,14,5,12
928,26,1,2,332,1,14,2,3,0,928,0,0,43,2,2,0,3,1,971,698,1,0,0,0,0,3,0,1,10,2,2,10,7,0,5
929,10,0,1,61,1,1,2,1,0,929,3,1,22,1,0,2,3,1,451,705,1,0,1,1,0,1,0,1,2,2,2,2,2,2,2
930,33,0,1,546,1,5,1,3,0,930,1,0,10,1,0,2,2,2,296,122,0,0,0,3,0,1,0,0,8,6,1,7,0,7,7
931,12,0,0,489,1,8,1,3,0,931,2,0,42,2,1,4,2,2,610,624,7,0,1,7,0,2,0,0,10,3,2,8,4,1,7
932,11,1,2,450,1,6,2,5,0,932,1,0,9,2,0,2,2,0,379,880,3,0,1,2,0,0,0,2,10,2,2,7,7,7,7
933,10,0,2,344,1,0,2,5,0,933,3,1,54,2,0,6,0,2,57,148,2,0,0,0,0,1,0,0,5,2,1,3,2,1,2
934,7,0,2,107,1,0,2,3,0,934,3,0,10,2,0,6,1,2,64,963,1,0,0,7,0,3,0,0,2,3,1,2,2,2,1
935,14,0,2,322,2,7,2,3,0,935,2,1,26,3,1,7,3,1,829,558,1,0,0,4,0,2,0,2,10,4,3,10,7,0,8
936,27,0,1,166,1,24,2,3,0,936,1,0,53,2,4,3,1,2,1281,635,3,0,0,11,1,2,0,0,22,4,2,0,0,0,0
937,21,0,2,192,1,12,3,3,0,937,2,0,64,1,3,3,1,0,1259,883,6,0,1,2,0,3,0,2,21,4,2,19,9,15,2
938,40,0,2,473,1,22,3,1,0,938,0,1,58,2,0,6,2,0,155,1381,1,0,0,1,0,3,0,2,2,3,2,2,2,2,2
939,14,1,2,614,1,6,1,1,0,939,3,1,49,2,1,2,2,1,647,1210,1,0,0,7,0,0,0,1,10,3,2,10,4,1,1
940,21,1,2,163,1,22,2,3,0,940,2,1,63,2,0,6,0,2,456,1166,0,0,0,2,0,0,0,0,6,2,2,5,2,0,3
